path,label,pca_result
s3://oc-p11-fruits-david-scanu/data/raw/Training/Raspberry/141_100.jpg,Raspberry,"0.15638179123024093,5.564804304351925,2.715160573670673,-9.37963117009559,-3.306850782427109,0.8184317173632779,-0.4133378231280414,3.501938866684246,6.772126887740511,-5.821004045060589,10.323907220963823,-1.2583731315214617,-3.4706961052684453,-0.7178490803766268,-3.452290143571897,-0.8759619153080325,5.596646068324171,3.0082956032974297,0.05327764464540069,-2.5812080986165444,1.12351404559663,1.2195873806863373,4.512924261380996,0.04889071390350101,-6.2444451089388355,0.8401880473561303,1.366415151845905,1.092567101973938,3.1118165188835576,1.9908843477424023,-1.3433859890920206,0.5798474343817306,0.649544522157961,1.1613517230277948,-0.779996358429404,2.3832409707988575,-0.27214338269334787,1.650587874248654,-2.3287688491701797,-2.288337198998865,-1.0497742065750948,0.986581686855486,-1.7726817878212742,1.0076685389146265,1.6641619942263168,-3.1391147148424587,-1.3002739123425735,0.7847254766354452,1.4608354138344244,-1.8940009271271967"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Raspberry/126_100.jpg,Raspberry,"-0.7914044444345129,6.7861474901701095,3.1135583948876913,-8.756817341027824,-3.385549495754875,1.3628516098993406,-0.40972652942626686,3.3092886646731015,6.867367326391834,-5.800428926794318,9.959411077023875,-0.39622852338190606,-3.5771543258503775,-1.1131384164723748,-4.004711242534828,-0.17899663542853803,6.3881561725253215,2.6115599203169615,0.1833143056481488,-3.4027303860484523,0.7005666126130224,2.2989293605261905,4.415739721493915,-0.02876064117025013,-5.717360354406699,0.7882938473807211,1.681320189616385,0.3302272861547042,4.299130209025561,2.6264078614863213,-1.528813727996118,1.0104438036232042,0.8238426981406908,0.46925345162288307,-1.7949554413423445,1.7024234403732976,-0.45382713910761235,2.165041950334472,-2.031541977072574,-2.357369675775939,-0.6819637345574133,0.7049499743915366,-1.7114776604840283,1.0557923487197673,1.5206748398651666,-3.9703109731447235,-0.8529233320249572,1.7572095638675715,1.29751806856149,-1.2072047114488451"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Raspberry/156_100.jpg,Raspberry,"0.726992253425814,5.50388917669139,2.3526391818774406,-9.976211787257226,-2.8495036574889494,1.5968936468792092,-0.18295598503083954,2.9659862666716528,6.314442890989961,-6.313788864567235,9.448153016426243,-2.2129597393366276,-4.165056780478151,-1.5838788655780967,-3.3952525179200768,-0.8764067228364579,6.263617983058796,4.02726767051127,0.690950789268503,-1.5214927568065095,0.7407452085897122,1.1257207262315196,4.356327857413444,-0.9654696269618201,-5.233906502822917,0.5832895383093695,1.6709000009440584,0.5990452259649933,3.194346172774287,2.2564827482368846,-1.6778186995218305,1.4507630357548846,0.9943551233708957,0.6712396901483636,-1.373712204581064,1.3359843961680204,-0.3064060824731743,1.9703556556298532,-1.911321818388938,-1.4820063796368723,-1.3165872086208656,1.2784639365874848,-1.2675780118307647,-0.08226114929617243,1.5282035292042189,-2.0442862867202782,-1.1886549125703947,0.8608290789007577,0.7941623671740103,-1.9028417249949439"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Raspberry/177_100.jpg,Raspberry,"1.471258262965132,4.199821725049159,2.372852420594767,-12.4375693656285,-2.3231861853982583,0.12360703611872789,0.3253914430689845,2.9618068622203424,7.6207041875669495,-6.416472948814472,10.031780814924018,-0.8102260896903426,-2.9222260019003,-2.1462487745749352,-3.6221630150404556,-0.7392753106755509,7.93312230548198,3.7829433240486194,0.25536517008922827,-2.195580303038869,0.8594864977040345,1.6783794823481026,3.3504382232143533,-0.33528817689839074,-5.79559568786262,0.9439304068221581,1.280922376036591,-0.09718491996605955,3.4931235170207047,3.303254638801928,-1.260012421160786,0.9259556842565827,1.040455605855031,0.33786805374203577,-1.6872768214991114,1.543798754301362,-0.21382439437294815,1.9419626282714015,-2.2790202379607623,-1.7200155450066765,-2.164286326536016,1.5018044558399684,-2.054077987424509,-0.3444916162748367,0.9413746621072603,-1.8472233350583844,-1.0331025506145075,0.42966945279942415,2.1425309242388733,-1.187587173601257"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Raspberry/165_100.jpg,Raspberry,"0.8917288966642631,4.495224719464687,2.5851480986564006,-9.86330303789978,-2.570668642249466,0.6815408211433694,-0.7248117864771999,2.8005964718739365,6.176410856576424,-6.528454592018823,9.31651274321537,-2.627153448053092,-3.979253791118876,-1.5217665338795772,-3.137086925490765,-1.0351668740887838,6.727669712319075,3.742449429736519,0.37808135189181485,-2.132980937457246,0.7899917666518749,1.0652103242475035,4.093549922665439,-0.7238804686112094,-5.879388305214943,1.0250096184549171,2.182766889818316,0.22771204488963911,2.627066879611105,2.065174210515398,-1.663436314590008,0.8710283870840902,1.3626048165072022,0.25900335010309483,-2.4876165715147227,1.757746226304899,-0.8273008001559558,1.7128730424242513,-1.3207641634873992,-1.528002151684213,-2.054655891132199,1.6145771496568966,-1.4627355853688977,0.42564028736279125,1.2899341602380183,-2.4401557042739728,-0.7793466162861282,0.9439264748885118,1.869003121074415,-2.0378611163686866"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Raspberry/171_100.jpg,Raspberry,"1.4245550685729353,3.9739749698520956,2.199268331283501,-10.825558838191645,-2.7202533822821127,0.9111957753628399,0.05379662240902955,2.5210536013195597,5.7484340230571895,-6.082819949789963,9.92334444143956,-1.5129276979723103,-3.006254839695255,-1.3713039198526977,-3.089001306880819,-0.3892460876349681,6.52406198435286,3.929873735154312,0.7712900150135985,-2.0654119626110083,0.6878948070880663,1.311015384029145,3.751216777820255,-0.6876718010949863,-5.616438136315137,1.2675296806652256,1.5065928446778618,0.060503803532013234,2.9401226891670387,2.6570167599527563,-1.6116866001174772,1.058137672685195,0.3694356727212382,0.33369146788589016,-1.6044079200983268,1.6475393811778554,-0.3647977120914272,1.8948349341558108,-1.5642931657003976,-1.396402094588621,-1.8268770783400043,1.4861593349554973,-1.7269118170252031,0.38526877419859507,1.1028774843169833,-2.235567645991123,-0.8815602277090758,0.7515606678837189,1.3624464456933916,-1.518492754751883"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Raspberry/127_100.jpg,Raspberry,"-0.7756004004903173,6.924849090587319,3.3295876797896478,-8.65572096544691,-3.686187516368048,1.033976604850811,-0.7109687245142331,3.8028438291696136,7.330316838480597,-5.462241950122108,9.684040625273191,0.1322886763643878,-3.677984023317711,-0.7482300502833131,-3.5765455199821927,-0.4816369258616006,6.402209761659673,2.9266141716739216,0.005658927952596017,-3.1627532039423722,1.1237700410113989,2.0046116456098093,4.308505050157226,0.29247417066252385,-5.753733660600847,0.5624549612313202,1.2096109888047728,0.5137598007897074,4.3465601662079,2.520178766348206,-1.4829905388207472,1.3997088957553754,0.562397452115939,0.6478681649008045,-1.2987313174477504,1.8830435707054727,-0.33946877974725337,1.6937380450111554,-2.339236160326156,-2.257376339850575,-0.1741684896985926,0.8816332703267137,-1.7015605030613066,0.8596775412369309,1.495904172138442,-3.7787951236276136,-0.9810158845306343,1.450720113510295,1.084788889615125,-1.4151726155586355"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Raspberry/129_100.jpg,Raspberry,"-0.22556446362072669,6.927692384825959,3.7260222637446745,-9.502466735623162,-2.6662794314701808,1.277741150585618,-0.0016142147253434477,3.966509304057669,7.190272987076112,-5.897450677201539,9.998385808577046,-0.19129515158453977,-3.695560283647949,-1.263224783941493,-3.2051812300330242,-0.319196549238794,6.703238318849237,3.229578322411994,-0.1538909545387754,-3.143126139811802,0.39975742926580937,2.1021023468875693,4.294460789337411,0.322138511386661,-5.991030936474803,0.8051451393351721,1.1937053286861408,0.204190334624534,4.509913737092161,2.459542166018563,-1.4253922355722064,1.3488440641339476,0.7467554108819264,0.6636543148014546,-1.3027768534100663,1.6904487137275115,-0.24048718893146162,2.0484288387869225,-2.0701691243132396,-2.1086162654899074,-0.5369814403839365,1.0240417544014788,-1.4389317313184982,0.8012967623698489,1.6047931228653456,-4.158360951873367,-1.1467770887630757,1.2927808787565531,1.0085876953756043,-1.356205928615407"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Raspberry/316_100.jpg,Raspberry,"-0.4474386305303015,5.069819722629555,3.299421520545245,-8.874185260093629,-2.971606139056639,1.9303206576253795,-0.7640568909466416,3.4618658311388693,5.80861701328406,-4.654465642865708,9.056628704834997,-0.44209728817634325,-3.360829004112263,-0.26768310634075626,-3.101467539881093,-0.5165516919630863,5.993880499125609,3.074094413776758,0.8735040853353516,-2.5751759115957804,0.9485162722528993,2.531793535518823,4.640514551760677,-0.48020560542175666,-5.50512697475906,0.35681897919665617,0.7470464964487137,1.4663167896541263,3.3115896512255585,2.29681406382419,-1.3478136146201647,1.464491271639746,0.6941882502415414,0.2919649430921307,-1.5249673268018833,1.8186059527993519,-0.6398887464993371,2.3341823812105518,-1.7460090075823564,-1.3663156487120645,0.09774738843922388,0.6443355533856933,-1.4337900610725671,0.1943915384028243,1.3781674255638154,-3.2533709504093733,-0.8168645068146864,0.5789324120274977,0.4516448510174811,-1.6852610674474253"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Raspberry/174_100.jpg,Raspberry,"2.3753560566532506,4.325652545135415,2.006075737297358,-12.449152468101383,-1.7431499541748319,0.7639543541751171,-0.6743290382993133,2.442221999488844,6.80801377154685,-6.457917627329485,10.044712506123595,-1.8667805814605223,-2.8830738096815964,-1.8320467835938872,-2.939542060173217,-0.3408634606026621,7.150934602263977,4.075236993021363,0.6036130981078732,-2.118050923730177,1.0961056493883858,1.3821499698618733,4.089785894089799,-0.45423555660086756,-5.645703222211527,1.010521404728534,1.381760629230332,0.1601006094123473,2.2597426470739057,2.4727895360582286,-1.1538152752724038,1.4233806010830485,1.0019345111947853,0.40601906331392273,-1.6337698865173336,1.6070341870926994,-0.6161263984691207,2.2500720556070783,-2.142024699962345,-1.4325140390030011,-2.3067117382034263,1.7697128028597593,-2.1016442499239605,-0.31917385675207993,1.31564195399733,-1.888165260419414,-1.1696627362161511,0.3864158829664122,1.9279649959001495,-1.0509096790500414"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Pineapple Mini/172_100.jpg,Pineapple Mini,"-5.423291636333094,3.408514325032399,1.6354363531803664,-2.5978733268847045,-1.9772465248292843,1.9874985009896915,-3.5504743069292655,-1.042324821907477,5.731108788511881,-6.136475087262533,-1.7541762488268642,5.238411577581143,0.11669488401397059,0.6463966555818701,-5.9610475962492915,2.507453959228947,1.236295845756909,-0.5117801528590499,2.631277958522931,-1.5668717159675072,1.8872533733241008,1.0284108014570317,4.218912876787241,1.4033565877262462,-4.594662964152542,2.385006314746187,-1.6978762680741593,0.20854781574945708,-1.0287038460002265,-2.531885669282239,0.3215255557205469,-0.22143977303930007,-2.1530692133647396,-0.06263127130662889,0.04612429856381845,-0.1539969894039071,-1.2451980111653334,1.1317344037493917,-4.677214816251521,-0.6516043516109673,-1.7389525984099854,-2.4410822474249922,-1.7007082143586414,0.36543000668905445,-0.3366764581046921,-0.5602920986972968,-3.088338351476832,-1.8155731715540888,1.8155330424743141,-0.19550247019774927"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Raspberry/178_100.jpg,Raspberry,"1.0109987964060365,3.872537494811689,2.6308417224312053,-12.319965150568612,-2.2517874577919303,0.1695426229038392,0.5189162507334004,3.3704552807590087,6.7700766465541795,-5.7297218224730715,10.45369942903608,-0.7675035867071853,-2.8560505332506496,-1.6952784613684926,-3.244472796150314,-0.7973952680513428,7.703982073517214,3.7937128656972483,0.25903254069167464,-2.6690558892172596,0.7722402780544483,1.8333216166015283,3.208592485811511,0.08694216205252582,-5.7509780694044155,1.2069468465252122,0.7929447189091906,-0.37747601585240836,3.2933833087740463,3.2902952516148365,-1.4153645754462,1.1792748628157708,0.9892735886226469,1.059198420140535,-1.4463698648625647,1.9079758494423786,-0.5118037283338754,1.6146717459374913,-2.0032665488907195,-1.7882451143784597,-2.0680838087897686,1.5796586742197358,-1.842924003969612,-0.23762275914880754,1.4803393891076766,-2.260344665580607,-1.0982513014319764,0.2678611730082768,1.3273131830887153,-1.5963617730834476"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Raspberry/19_100.jpg,Raspberry,"-0.04876845653717556,5.493755788763661,2.9957807092614783,-8.21513456707874,-3.7102267051994335,0.8625353407679412,-1.667837192032075,3.311531367928171,6.485487773257493,-4.416396036591893,8.169994493366517,-0.8778156478314311,-3.546555906981822,0.08500533936261867,-3.454548700008673,0.723266722774056,6.308833942281925,2.3811005658208466,1.023724077158902,-2.714118392329609,1.4537510519812131,1.1199492078867952,4.155559509799644,-1.0656154700385982,-6.3081982861127095,0.24215225891655373,1.4218089522804391,1.2448422473183376,3.3815767170430986,3.101306000145932,-1.2518155748364241,1.0748597048044677,0.8900888322193841,0.7410613940482128,-1.4283499619948292,1.1895328056331982,-1.0292722351363148,2.2941384817420807,-1.6489353321813842,-1.4932340549816647,-0.21054812111752458,0.5030794023258627,-2.076009723745246,0.613526339032403,0.36633367097892056,-2.0823723122229594,-1.21544911783519,0.5710010942587342,1.7118046510550622,-1.448973349397479"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Raspberry/14_100.jpg,Raspberry,"0.9098192942703672,7.0198901805685825,2.684202731227563,-8.642900003942282,-3.309906733261746,1.0388752589175139,-1.561822743346938,3.411735706923301,7.695672399171161,-5.628225389399946,8.458250737980471,-0.3918307102484914,-2.857414476779807,-0.7906923239399901,-4.450015223308896,1.2605089232440483,6.654316871067627,2.163458632159671,0.3983234870388481,-2.446566226807608,2.007687779736537,2.0911133643236113,4.476384476508185,-0.8967314394436,-7.202077095179749,0.6039255992068423,2.070685934470702,1.2136327506521885,3.847385976040866,3.6366090227362546,-1.2974353620200425,0.22367974103933203,1.212918753481645,0.7281655941137645,-1.6677353181423744,1.259087849480147,-1.4460681531950539,2.0066419850768074,-2.5085597817483976,-1.8213811097204315,-0.22135194242136771,0.4852453523485953,-1.802977521915832,0.3119308864209961,1.3366273148785108,-2.849167583626356,-1.1813417328200342,1.2062888708979271,2.1993066107338564,-1.2223486614189456"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Raspberry/59_100.jpg,Raspberry,"0.5845756348079623,5.41181691514779,3.9100426967029174,-9.210943845505604,-2.606385538554285,1.864040364325341,0.06789718340290722,3.6133454516657713,6.39336434673311,-4.519330688422915,9.059577573871033,-0.138212482152307,-3.2421369876535207,-0.8128336917736962,-3.6026482905341615,0.05739019181161248,5.5142379095123815,2.6285331796588705,1.160778037704188,-2.3293665982957585,1.2220676529375674,2.2505776861557214,3.920538050536414,-0.32349093793691913,-4.987114356460424,0.4140893004401229,0.8784158277127665,1.7233455797480157,3.774416556522485,2.032623678427505,-0.9111264767409966,1.1553143026408603,0.9443506183251201,0.3109552243046249,-0.9748856794581217,1.7829893255319034,-1.0812202359316445,2.1820401201058854,-1.6993286656155027,-1.7190388118847737,-0.3263714076381326,1.316558504630152,-0.7718633814828975,0.8274512561775631,1.4683151235303065,-3.3062507487671957,-0.6932503787569951,0.2800803304867736,0.5126169109903964,-1.4176423494743695"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Raspberry/43_100.jpg,Raspberry,"-1.6674635808597311,5.653015238974383,2.6030217305329018,-8.137857073536368,-3.250339377392411,1.3066460199487517,-1.51409997747882,3.5687995259091116,6.170213633986473,-4.37172939827146,8.14004495953231,-1.52757299526576,-3.95807430337757,-0.7292354252394786,-3.5164616758630074,0.32988436999047155,6.594416489559888,3.2425410209331123,0.8562263270231886,-2.239840791292351,0.9773124841846987,2.1746015368875398,4.282066426606781,-1.5094684241556384,-4.899664953816033,0.3697704987298576,1.386436634424605,0.8084810851701921,2.97551544862615,2.8152258582649727,-2.0251360188543766,1.335165493537374,0.902849066607743,0.5972059342279267,-1.6048619668948583,1.0959743338915078,-0.9768260134162107,1.873598556845643,-0.8501646019539694,-1.4981191092993347,-0.10332635769062849,1.3110172196924026,-1.132126602263159,0.487028506045799,0.991508464500802,-2.616580327423071,-0.6260967440709967,1.1820273286418357,1.5188434416417453,-2.4708999326633734"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Pineapple Mini/176_100.jpg,Pineapple Mini,"-5.086000130463436,3.405295015941055,1.6288348615114985,-3.209142322651886,-2.575217489952819,2.0273581926448485,-3.42656191271767,-1.2041147848457159,6.116796940050301,-6.467292151230436,-1.8168792066270343,5.533629030758899,0.08785958943949009,0.5003801118157397,-5.432241705747816,2.555838215467485,1.5201255969654694,-0.6110201602316813,3.1032111562087583,-1.0450206893712863,2.2706809014618723,1.8050493645644696,4.0867390662282075,0.7906465011828105,-5.327154884457322,2.1282123044325454,-2.020307256350468,-0.09695634968192585,-0.7602354080556022,-2.6936562006162137,0.22669680613254825,-0.08799239527685018,-1.9554184840294744,0.6797941254203563,-0.4460413031425946,-0.15134860053352592,-1.1825977307505702,0.8946382424660259,-4.612862438177861,-0.24247843850219425,-1.9848322403902832,-2.533141771686323,-1.0416818730167696,0.8628145156071786,-0.4925697257274156,-0.41263200131252964,-2.855844663479525,-1.9040206649926577,1.5639092673914607,0.38189675903764286"
